"CityServiceValcon, LLC (CSV)",,,,,,,,,,,
,,,,,,,,,,,
"Customer/
Invoice
Number",Invoice,Due,unk,Invoice Amount,Discount Amount,Invoice Balance,TransType,TransDate, TransAmount ,"Check
Number/Type","Deposit
Date"
Customer 0019220 Totals:,,,,99.00,0.00,99.00,,, 99.00 ,,
0019221 Dennis Dedrick & Jason Dedrick,,,,,,*** Credit Limit Exceeded ***,,,,,
W266364-IN,10/15/2025,10/16/2025,1/0/1900,75.00,0.00,75.00,INV,10/17/2025, 75.00 ,,
Customer 0019221 Totals:,,,,75.00,0.00,75.00,,, 75.00 ,,
0019229 Iron Creek Cafe & Cantina LLC,,,,,,,,,,,
W266365-IN,10/15/2025,11/10/2025,1/0/1900,1.00,0.00,1.00,INV,10/17/2025, 1.00 ,,
Customer 0019229 Totals:,,,,1.00,0.00,1.00,,, 1.00 ,,
0019234 Lyle & Nanette Potts,,,,,,,,,,,
PB0925-PP,9/17/2025,9/17/2025,1/0/1900,"2,145.00-",0.00,"2,145.00-",PRE,9/17/2025," (2,145.00)",1548,9/17/2025
Customer 0019234 Totals:,,,,"2,145.00-",0.00,"2,145.00-",,," (2,145.00)",,
0019236 Robert E Tisserand,,,,,,,,,,,
FA1224-PP,12/26/2024,12/26/2024,1/0/1900,"1,039.00-",0.00,32.21-,PRE,12/26/2024," (1,039.00)",122624WIRE,12/26/2024
,,,,,,,PAY,12/27/2024, 290.86 ,122724APLY,12/27/2024
,,,,,,,PAY,2/18/2025, 171.30 ,APPLY02.25,2/18/2025
,,,,,,,PAY,3/25/2025, 305.90 ,APPLY03.25,3/25/2025
,,,,,,,PAY,4/24/2025, 137.23 ,APPLY04.25,4/24/2025
,,,,,,,PAY,5/6/2025, 101.50 ,APPLY05.25,5/6/2025
Customer 0019236 Totals:,,,,"1,039.00-",0.00,32.21-,,, (32.21),,
0019238 Jeffrey & Bonnie Wentzel,,,,,,,,,,,
PB0925-PP,9/30/2025,9/30/2025,1/0/1900,"1,950.00-",0.00,"1,950.00-",PRE,9/30/2025," (1,950.00)",*9617,9/30/2025
Customer 0019238 Totals:,,,,"1,950.00-",0.00,"1,950.00-",,," (1,950.00)",,
0019250 Thomas Beyer,,,,,,,,,,,
S344916-IN,10/1/2025,11/10/2025,1/0/1900,252.90,0.00,252.90,INV,10/1/2025, 252.90 ,,
Customer 0019250 Totals:,,,,252.90,0.00,252.90,,, 252.90 ,,
0019254 Christopher P Lanier,,,,,,,,,,,
S341801-IN,8/28/2025,9/10/2025,1/0/1900,508.90,0.00,308.90,INV,8/31/2025, 508.90 ,,
,,,,,,,PAY,9/9/2025, (100.00),WEBCC,9/9/2025
,,,,,,,PAY,10/2/2025, (100.00),WEBCC,10/2/2025
SEP0622-FC,9/30/2025,9/30/2025,1/0/1900,5.11,0.00,5.11,F/C,9/30/2025, 5.11 ,,
Customer 0019254 Totals:,,,,514.01,0.00,314.01,,, 314.01 ,,
0019263 Joanna Salyer,,,,,,*** On Credit Hold ***,,,,,
APR0538-FC,4/30/2025,4/30/2025,1/0/1900,3.72,0.00,3.72,F/C,4/30/2025, 3.72 ,,
AUG0597-FC,8/31/2025,8/31/2025,1/0/1900,6.61,0.00,6.61,F/C,8/31/2025, 6.61 ,,
JUL0511-FC,7/31/2025,7/31/2025,1/0/1900,3.72,0.00,3.72,F/C,7/31/2025, 3.72 ,,
JUN0507-FC,6/30/2025,6/30/2025,1/0/1900,3.72,0.00,3.72,F/C,6/30/2025, 3.72 ,,
MAY0528-FC,5/31/2025,5/31/2025,1/0/1900,3.72,0.00,3.72,F/C,5/31/2025, 3.72 ,,
S043997-IN,3/18/2025,4/10/2025,1/0/1900,453.32,0.00,297.51,INV,3/21/2025, 453.32 ,,
,,,,,,,PAY,3/21/2025, (155.81),032125APLY,3/21/2025
S046849-IN,7/2/2025,8/10/2025,1/0/1900,231.07,0.00,231.07,INV,7/7/2025, 231.07 ,,
SEP0623-FC,9/30/2025,9/30/2025,1/0/1900,6.61,0.00,6.61,F/C,9/30/2025, 6.61 ,,
Customer 0019263 Totals:,,,,712.49,0.00,556.68,,, 556.68 ,,
0019279 Christine Gray,,,,,,,,,,,
SEP0624-FC,9/30/2025,9/30/2025,1/0/1900,1.59,0.00,1.59,F/C,9/30/2025, 1.59 ,,
Customer 0019279 Totals:,,,,1.59,0.00,1.59,,, 1.59 ,,
0019288 John & Jan Raudat,,,,,,,,,,,
0004400-PP,2/11/2025,2/11/2025,1/0/1900,3.76-,0.00,3.76-,PRE,2/11/2025, (3.76),4400,2/11/2025
Customer 0019288 Totals:,,,,3.76-,0.00,3.76-,,, (3.76),,
0019292 Benjamin T Buchanan,,,,,,,,,,,
0032624-PP,3/26/2024,3/26/2024,1/0/1900,6.22-,0.00,6.22-,PRE,3/26/2024, (6.22),1510,3/26/2024
,,,,,,,PAY,5/21/2024, 6.22 ,052124RFND,5/21/2024
,,,,,,,PAY,8/1/2025, (6.22),XRFD0825,8/1/2025
Customer 0019292 Totals:,,,,6.22-,0.00,6.22-,,, (6.22),,
0019297 Janet & Randy Ashcraft,,,,,,,,,,,
W266366-IN,10/15/2025,11/10/2025,1/0/1900,70.00,0.00,70.00,INV,10/17/2025, 70.00 ,,
Customer 0019297 Totals:,,,,70.00,0.00,70.00,,, 70.00 ,,
0019298 Jane L Conkel,,,,,,,,,,,
W264519-IN,9/29/2025,10/10/2025,1/0/1900,85.00,0.00,85.00,INV,9/29/2025, 85.00 ,,
Customer 0019298 Totals:,,,,85.00,0.00,85.00,,, 85.00 ,,
0019301 Dan & Ashley Sharp,,,,,,,,,,,
W266367-IN,10/15/2025,11/10/2025,1/0/1900,75.00,0.00,75.00,INV,10/17/2025, 75.00 ,,
Customer 0019301 Totals:,,,,75.00,0.00,75.00,,, 75.00 ,,
0019307 Don & Margo Lembke,,,,,,,,,,,
W266776-CM,10/16/2025,1/0/1900,1/0/1900,194.40-,0.00,194.40-,C/M,10/17/2025, (194.40),,
Customer 0019307 Totals:,,,,194.40-,0.00,194.40-,,, (194.40),,
0019324 Kelly M Ramage,,,,,,,,,,,
0889459-IN,10/13/2025,11/10/2025,1/0/1900,44.48,0.00,44.48,INV,10/13/2025, 44.48 ,,
Customer 0019324 Totals:,,,,44.48,0.00,44.48,,, 44.48 ,,
0019325 A&S Joint Properties LLC,,,,,,*** Credit Limit Exceeded ***,,,,,
0889478-IN,10/13/2025,10/23/2025,1/0/1900,"12,669.98",0.00,"12,669.98",INV,10/16/2025," 12,669.98 ",,
Customer 0019325 Totals:,,,,"12,669.98",0.00,"12,669.98",,," 12,669.98 ",,
0019331 Richard A Penny,,,,,,,,,,,
W266368-IN,10/15/2025,11/10/2025,1/0/1900,75.00,0.00,75.00,INV,10/17/2025, 75.00 ,,
Customer 0019331 Totals:,,,,75.00,0.00,75.00,,, 75.00 ,,
0019335 Andrew D Selle,,,,,,*** On Credit Hold ***,,,,,
SEP0625-FC,9/30/2025,9/30/2025,1/0/1900,4.16,0.00,4.16,F/C,9/30/2025, 4.16 ,,
W266369-IN,10/15/2025,11/10/2025,1/0/1900,75.00,0.00,75.00,INV,10/17/2025, 75.00 ,,
Customer 0019335 Totals:,,,,79.16,0.00,79.16,,, 79.16 ,,
0019346 Randall Onstead,,,,,,,,,,,
0011725-PP,2/11/2025,2/11/2025,1/0/1900,"2,054.93-",0.00,"1,927.36-",PRE,2/11/2025," (2,054.93)",REV021125,2/11/2025
,,,,,,,PAY,4/30/2025, 127.57 ,043025APLY,4/30/2025
0734858-PP,1/17/2025,1/17/2025,1/0/1900,"2,054.93-",0.00,"1,243.13-",PRE,1/17/2025," (2,054.93)",670734858,1/17/2025
,,,,,,,PAY,7/11/2025, 811.80 ,071125APLY,7/11/2025
PB1025-PP,10/14/2025,10/14/2025,1/0/1900,"1,824.51-",0.00,"1,824.51-",PRE,10/14/2025," (1,824.51)",6459,10/14/2025
Customer 0019346 Totals:,,,,"5,934.37-",0.00,"4,995.00-",,," (4,995.00)",,
0019348 Christina Taylor,,,,,,,,,,,
PP1025-PP,10/20/2025,10/20/2025,1/0/1900,0.20-,0.00,0.20-,PRE,10/20/2025, (0.20),122,10/20/2025
Customer 0019348 Totals:,,,,0.20-,0.00,0.20-,,, (0.20),,
"0019370 Forloh, Inc.",,,,,,,,,,,
W526208-PP,12/29/2023,12/29/2023,1/0/1900,28.40-,0.00,28.40-,PRE,12/29/2023, (28.40),,12/29/2023
,,,,,,,PAY,12/31/2023, 28.40 ,12.31.23,12/31/2023
,,,,,,,PAY,7/25/2025, (28.40),W38214,7/25/2025
Customer 0019370 Totals:,,,,28.40-,0.00,28.40-,,, (28.40),,
0019378 Jerry & Judith Stark,,,,,,,,,,,
W233623-IN,12/13/2024,1/10/2025,1/0/1900,79.50,0.00,79.50-,INV,12/19/2024, 79.50 ,,
,,,,,,,PAY,2/3/2025, (79.50),7919,2/3/2025
,,,,,,,PAY,3/7/2025, (79.50),7923,3/7/2025
Customer 0019378 Totals:,,,,79.50,0.00,79.50-,,, (79.50),,
0019379 Douglas H Schrock,,,,,,,,,,,
S036513-IN,9/11/2025,10/10/2025,1/0/1900,384.25,0.00,384.25,INV,9/12/2025, 384.25 ,,
Customer 0019379 Totals:,,,,384.25,0.00,384.25,,, 384.25 ,,
"0019390 Aviation Services, LLC*",,,,,,,,,,,
5875335-PP,10/20/2025,10/20/2025,1/0/1900,"1,755.58-",0.00,"1,755.58-",PRE,10/20/2025," (1,755.58)",C5875335,10/20/2025
5875336-PP,10/20/2025,10/20/2025,1/0/1900,49.27,0.00,49.27,PRE,10/20/2025, 49.27 ,F5875336,10/20/2025
5875337-PP,10/20/2025,10/20/2025,1/0/1900,236.56-,0.00,236.56-,PRE,10/20/2025, (236.56),C5875337,10/20/2025
5875338-PP,10/20/2025,10/20/2025,1/0/1900,5.32,0.00,5.32,PRE,10/20/2025, 5.32 ,F5875338,10/20/2025
Customer 0019390 Totals:,,,,"1,937.55-",0.00,"1,937.55-",,," (1,937.55)",,
0019391 Rene Tyree,,,,,,,,,,,
PB10825-PP,10/8/2025,10/8/2025,1/0/1900,"1,365.00-",0.00,"1,365.00-",PRE,10/8/2025," (1,365.00)",,10/8/2025
Customer 0019391 Totals:,,,,"1,365.00-",0.00,"1,365.00-",,," (1,365.00)",,
0019392 Kathleen S Snyder,,,,,,,,,,,
W225336-IN,8/29/2024,9/10/2024,1/0/1900,140.20-,0.00,140.20-,INV,8/29/2024, (140.20),,
Customer 0019392 Totals:,,,,140.20-,0.00,140.20-,,, (140.20),,
0019404 Dustin Cooke,,,,,,,,,,,
W264520-IN,9/29/2025,10/10/2025,1/0/1900,100.70,0.00,100.70,INV,9/29/2025, 100.70 ,,
Customer 0019404 Totals:,,,,100.70,0.00,100.70,,, 100.70 ,,
0019410 Summer Alexander,,,,,,,,,,,
W266440-IN,10/15/2025,11/10/2025,1/0/1900,70.00,0.00,70.00,INV,10/17/2025, 70.00 ,,
Customer 0019410 Totals:,,,,70.00,0.00,70.00,,, 70.00 ,,
0019412 Lisa Wier,,,,,,,,,,,
AUG0600-FC,8/31/2025,8/31/2025,1/0/1900,1.78,0.00,1.78,F/C,8/31/2025, 1.78 ,,
S335586-IN,7/23/2025,8/10/2025,1/0/1900,318.85,0.00,118.85,INV,7/23/2025, 318.85 ,,
,,,,,,,PAY,9/30/2025, (200.00),APPLY0925,9/30/2025
SEP0626-FC,9/30/2025,9/30/2025,1/0/1900,1.78,0.00,1.78,F/C,9/30/2025, 1.78 ,,
Customer 0019412 Totals:,,,,322.41,0.00,122.41,,, 122.41 ,,
0019413 James & Nicole Huntsman,,,,,,,,,,,
0062725-PP,6/27/2025,6/27/2025,1/0/1900,262.50-,0.00,27.48-,PRE,6/27/2025, (262.50),,6/27/2025
,,,,,,,PAY,7/15/2025, 235.02 ,APPLY0725,7/15/2025
Customer 0019413 Totals:,,,,262.50-,0.00,27.48-,,, (27.48),,
0019416 Jay's Incorporation,,,,,,,,,,,
5873210-PP,10/20/2025,10/20/2025,1/0/1900,"11,625.25-",0.00,"11,625.25-",PRE,10/20/2025," (11,625.25)",C5873210,10/20/2025
Customer 0019416 Totals:,,,,"11,625.25-",0.00,"11,625.25-",,," (11,625.25)",,
0019417 Jay's Incorporation,,,,,,,,,,,
5870839-PP,10/17/2025,10/17/2025,1/0/1900,"6,586.15-",0.00,"6,586.15-",PRE,10/17/2025," (6,586.15)",C5870839,10/17/2025
5870840-PP,10/17/2025,10/17/2025,1/0/1900,145.08-,0.00,145.08-,PRE,10/17/2025, (145.08),C5870840,10/17/2025
5873209-PP,10/20/2025,10/20/2025,1/0/1900,"5,551.55-",0.00,"5,551.55-",PRE,10/20/2025," (5,551.55)",C5873209,10/20/2025
Customer 0019417 Totals:,,,,"12,282.78-",0.00,"12,282.78-",,," (12,282.78)",,
0019418 Ptarmigan Owners,,,,,,*** Credit Limit Exceeded ***,,,,,
S345281-IN,10/3/2025,11/10/2025,1/0/1900,319.14,0.00,319.14,INV,10/8/2025, 319.14 ,,
Customer 0019418 Totals:,,,,319.14,0.00,319.14,,, 319.14 ,,
0019419 Ted & Johanna Baycroft,,,,,,,,,,,
W251035-IN,6/13/2025,7/10/2025,1/0/1900,79.50,0.00,4.50,INV,6/13/2025, 79.50 ,,
,,,,,,,PAY,7/7/2025, (75.00),3943787298,7/7/2025
Customer 0019419 Totals:,,,,79.50,0.00,4.50,,, 4.50 ,,
0019437 Steven M Radosevich,,,,,,,,,,,
0022825-PP,2/28/2025,2/28/2025,1/0/1900,"1,350.00-",0.00,659.02-,PRE,2/28/2025," (1,350.00)",022825CASH,2/28/2025
,,,,,,,PAY,7/29/2025, 690.98 ,072925ADJ,7/29/2025
Customer 0019437 Totals:,,,,"1,350.00-",0.00,659.02-,,, (659.02),,
0019438 Matt Study & Rebecca Rodriguez,,,,,,*** Credit Limit Exceeded ***,,,,,
NSF0950-IN,5/15/2025,5/15/2025,1/0/1900,30.00,0.00,30.00-,INV,5/15/2025, 30.00 ,,
,,,,,,,PAY,5/21/2025, (30.00),VC052125,5/21/2025
,,,,,,,PAY,5/31/2025, (30.00),WO0525,5/31/2025
W261299-IN,9/12/2025,10/10/2025,1/0/1900,"4,441.25",0.00,"4,441.25",INV,9/12/2025," 4,441.25 ",,
Customer 0019438 Totals:,,,,"4,471.25",0.00,"4,411.25",,," 4,411.25 ",,
"0019439 Blue Compass RV, LLC",,,,,,,,,,,
S343667-IN,9/15/2025,10/10/2025,1/0/1900,387.76,0.00,387.76,INV,9/15/2025, 387.76 ,,
S345195-IN,10/2/2025,11/10/2025,1/0/1900,490.07,0.00,490.07,INV,10/2/2025, 490.07 ,,
Customer 0019439 Totals:,,,,877.83,0.00,877.83,,, 877.83 ,,
0019445 Debra Eagle Bear,,,,,,*** On Credit Hold ***,,,,,
APR0544-FC,4/30/2025,4/30/2025,1/0/1900,0.88,0.00,0.88,F/C,4/30/2025, 0.88 ,,
AUG0603-FC,8/31/2025,8/31/2025,1/0/1900,0.88,0.00,0.88,F/C,8/31/2025, 0.88 ,,
DEC0632-FC,12/31/2024,12/31/2024,1/0/1900,0.88,0.00,0.88,F/C,12/31/2024, 0.88 ,,
FEB0639-FC,2/28/2025,2/28/2025,1/0/1900,0.88,0.00,0.88,F/C,2/28/2025, 0.88 ,,
JAN0605-FC,1/31/2025,1/31/2025,1/0/1900,0.88,0.00,0.88,F/C,1/31/2025, 0.88 ,,
JUL0514-FC,7/31/2025,7/31/2025,1/0/1900,0.88,0.00,0.88,F/C,7/31/2025, 0.88 ,,
JUN0510-FC,6/30/2025,6/30/2025,1/0/1900,0.88,0.00,0.88,F/C,6/30/2025, 0.88 ,,
MAR0634-FC,3/31/2025,3/31/2025,1/0/1900,0.88,0.00,0.88,F/C,3/31/2025, 0.88 ,,
MAY0532-FC,5/31/2025,5/31/2025,1/0/1900,0.88,0.00,0.88,F/C,5/31/2025, 0.88 ,,
SEP0628-FC,9/30/2025,9/30/2025,1/0/1900,0.88,0.00,0.88,F/C,9/30/2025, 0.88 ,,
W234610-IN,12/23/2024,12/26/2024,1/0/1900,70.00,0.00,70.00,INV,12/23/2024, 70.00 ,,
Customer 0019445 Totals:,,,,78.80,0.00,78.80,,, 78.80 ,,
"0019446 Par Montana, LLC",,,,,,,,,,,
0012725-PP,1/27/2025,1/27/2025,1/0/1900,180.00-,0.00,180.00-,PRE,1/27/2025, (180.00),012725WIRE,1/27/2025
0871980-IN,8/4/2025,8/24/2025,1/0/1900,"1,269.68",0.00,"1,269.68",INV,8/7/2025," 1,269.68 ",,
0885859-IN,9/27/2025,10/17/2025,1/0/1900,961.96,0.00,961.96,INV,9/30/2025, 961.96 ,,
0885869-IN,9/27/2025,10/17/2025,1/0/1900,370.76,0.00,370.76,INV,9/30/2025, 370.76 ,,
0885987-IN,9/28/2025,10/18/2025,1/0/1900,961.96,0.00,961.96,INV,9/30/2025, 961.96 ,,
0885998-IN,9/28/2025,10/18/2025,1/0/1900,"2,347.36",0.00,"2,347.36",INV,9/30/2025," 2,347.36 ",,
0886044-IN,9/29/2025,10/19/2025,1/0/1900,965.79,0.00,965.79,INV,9/30/2025, 965.79 ,,
0886325-IN,9/30/2025,10/20/2025,1/0/1900,"1,057.77",0.00,"1,057.77",INV,9/30/2025," 1,057.77 ",,
0886337-IN,9/30/2025,10/20/2025,1/0/1900,815.62,0.00,815.62,INV,9/30/2025, 815.62 ,,
0886635-IN,9/30/2025,10/20/2025,1/0/1900,815.64,0.00,815.64,INV,9/30/2025, 815.64 ,,
0886656-IN,10/1/2025,10/21/2025,1/0/1900,"1,057.78",0.00,"1,057.78",INV,10/7/2025," 1,057.78 ",,
0886657-IN,10/1/2025,10/21/2025,1/0/1900,815.64,0.00,815.64,INV,10/7/2025, 815.64 ,,
0886659-IN,10/1/2025,10/21/2025,1/0/1900,965.79,0.00,965.79,INV,10/7/2025, 965.79 ,,
0886678-IN,10/1/2025,10/21/2025,1/0/1900,371.75,0.00,371.75,INV,10/7/2025, 371.75 ,,
0886934-IN,10/1/2025,10/21/2025,1/0/1900,372.70,0.00,372.70,INV,10/7/2025, 372.70 ,,
0886935-IN,10/1/2025,10/21/2025,1/0/1900,372.46,0.00,372.46,INV,10/7/2025, 372.46 ,,
0886936-IN,10/2/2025,10/22/2025,1/0/1900,372.24,0.00,372.24,INV,10/7/2025, 372.24 ,,
0887004-IN,10/2/2025,10/22/2025,1/0/1900,"1,057.77",0.00,"1,057.77",INV,10/7/2025," 1,057.77 ",,
0887007-IN,10/2/2025,10/22/2025,1/0/1900,965.79,0.00,965.79,INV,10/7/2025, 965.79 ,,
0887092-IN,10/3/2025,10/23/2025,1/0/1900,815.63,0.00,815.63,INV,10/7/2025, 815.63 ,,
0887093-IN,10/3/2025,10/23/2025,1/0/1900,815.64,0.00,815.64,INV,10/7/2025, 815.64 ,,
0887128-IN,10/3/2025,10/23/2025,1/0/1900,815.64,0.00,815.64,INV,10/7/2025, 815.64 ,,
0887133-IN,10/3/2025,10/23/2025,1/0/1900,"1,103.76",0.00,"1,103.76",INV,10/7/2025," 1,103.76 ",,
0887345-IN,10/1/2025,10/21/2025,1/0/1900,372.87,0.00,372.87,INV,10/7/2025, 372.87 ,,
0887482-IN,10/4/2025,10/24/2025,1/0/1900,893.31,0.00,893.31,INV,10/9/2025, 893.31 ,,
0887518-IN,10/4/2025,10/24/2025,1/0/1900,371.64,0.00,371.64,INV,10/9/2025, 371.64 ,,
0887519-IN,10/3/2025,10/23/2025,1/0/1900,371.93,0.00,371.93,INV,10/7/2025, 371.93 ,,
0887637-IN,10/4/2025,10/24/2025,1/0/1900,"1,057.77",0.00,"1,057.77",INV,10/7/2025," 1,057.77 ",,
0887646-IN,10/5/2025,10/25/2025,1/0/1900,965.79,0.00,965.79,INV,10/9/2025, 965.79 ,,
0887725-IN,10/6/2025,10/26/2025,1/0/1900,"2,346.91",0.00,"2,346.91",INV,10/9/2025," 2,346.91 ",,
0887740-IN,10/6/2025,10/26/2025,1/0/1900,961.96,0.00,961.96,INV,10/9/2025, 961.96 ,,
0887980-IN,10/7/2025,10/27/2025,1/0/1900,"1,293.93",0.00,"1,293.93",INV,10/9/2025," 1,293.93 ",,
0887992-IN,10/7/2025,10/27/2025,1/0/1900,"2,343.79",0.00,"2,343.79",INV,10/9/2025," 2,343.79 ",,
0888224-IN,10/8/2025,10/28/2025,1/0/1900,"2,287.01",0.00,"2,287.01",INV,10/9/2025," 2,287.01 ",,
0888225-IN,10/8/2025,10/28/2025,1/0/1900,916.15,0.00,916.15,INV,10/9/2025, 916.15 ,,
0888505-IN,10/8/2025,10/28/2025,1/0/1900,420.84,0.00,420.84,INV,10/9/2025, 420.84 ,,
0888506-IN,10/9/2025,10/29/2025,1/0/1900,456.33,0.00,456.33,INV,10/9/2025, 456.33 ,,
0888507-IN,10/9/2025,10/29/2025,1/0/1900,456.29,0.00,456.29,INV,10/9/2025, 456.29 ,,
0888979-IN,10/10/2025,10/30/2025,1/0/1900,368.62,0.00,368.62,INV,10/15/2025, 368.62 ,,
0888980-IN,10/9/2025,10/29/2025,1/0/1900,368.87,0.00,368.87,INV,10/15/2025, 368.87 ,,
0889019-IN,10/11/2025,10/31/2025,1/0/1900,"1,297.83",0.00,"1,297.83",INV,10/15/2025," 1,297.83 ",,
0889082-IN,10/11/2025,10/31/2025,1/0/1900,368.37,0.00,368.37,INV,10/15/2025, 368.37 ,,
0889165-IN,10/11/2025,10/31/2025,1/0/1900,"1,297.24",0.00,"1,297.24",INV,10/15/2025," 1,297.24 ",,
0889203-IN,10/11/2025,10/31/2025,1/0/1900,"4,394.28",0.00,"4,394.28",INV,10/16/2025," 4,394.28 ",,
0889589-IN,10/14/2025,11/3/2025,1/0/1900,958.13,0.00,958.13,INV,10/15/2025, 958.13 ,,
0889628-IN,10/14/2025,11/3/2025,1/0/1900,958.13,0.00,958.13,INV,10/15/2025, 958.13 ,,
0889754-IN,10/14/2025,11/3/2025,1/0/1900,365.36,0.00,365.36,INV,10/15/2025, 365.36 ,,
0889755-IN,10/14/2025,11/3/2025,1/0/1900,365.36,0.00,365.36,INV,10/15/2025, 365.36 ,,
0889756-IN,10/15/2025,11/4/2025,1/0/1900,365.23,0.00,365.23,INV,10/15/2025, 365.23 ,,
0889869-IN,10/15/2025,11/4/2025,1/0/1900,"1,049.38",0.00,"1,049.38",INV,10/15/2025," 1,049.38 ",,
0889890-IN,10/15/2025,11/4/2025,1/0/1900,"1,286.89",0.00,"1,286.89",INV,10/15/2025," 1,286.89 ",,
0889891-IN,10/15/2025,11/4/2025,1/0/1900,"1,049.38",0.00,"1,049.38",INV,10/16/2025," 1,049.38 ",,
0889912-IN,10/14/2025,11/3/2025,1/0/1900,958.21,0.00,958.21,INV,10/16/2025, 958.21 ,,
0889913-IN,10/15/2025,11/4/2025,1/0/1900,961.51,0.00,961.51,INV,10/16/2025, 961.51 ,,
0890034-IN,10/16/2025,11/5/2025,1/0/1900,365.01,0.00,365.01,INV,10/16/2025, 365.01 ,,
0890035-IN,10/16/2025,11/5/2025,1/0/1900,365.09,0.00,365.09,INV,10/16/2025, 365.09 ,,
W265185-IN,10/7/2025,10/27/2025,1/0/1900,"28,497.25",0.00,"28,497.25",INV,10/7/2025," 28,497.25 ",,
W265186-IN,10/7/2025,10/27/2025,1/0/1900,"6,783.00",0.00,"6,783.00",INV,10/7/2025," 6,783.00 ",,
W265187-IN,10/7/2025,10/27/2025,1/0/1900,"20,692.55",0.00,"20,692.55",INV,10/7/2025," 20,692.55 ",,
Customer 0019446 Totals:,,,,"107,921.34",0.00,"107,921.34",,," 107,921.34 ",,
0019447 Annemarie Kramer,,,,,,*** On Credit Hold ***,,,,,
AUG0605-FC,8/31/2025,8/31/2025,1/0/1900,5.25,0.00,5.25,F/C,8/31/2025, 5.25 ,,
JUL0516-FC,7/31/2025,7/31/2025,1/0/1900,5.25,0.00,5.25,F/C,7/31/2025, 5.25 ,,
S332859-IN,6/23/2025,7/10/2025,1/0/1900,420.00,0.00,420.00,INV,6/24/2025, 420.00 ,,
SEP0630-FC,9/30/2025,9/30/2025,1/0/1900,5.25,0.00,5.25,F/C,9/30/2025, 5.25 ,,
Customer 0019447 Totals:,,,,435.75,0.00,435.75,,, 435.75 ,,
0019454 David Ford,,,,,,,,,,,
0121123-PP,12/11/2023,12/11/2023,1/0/1900,10.00-,0.00,10.00-,PRE,12/11/2023, (10.00),CASH,12/11/2023
Customer 0019454 Totals:,,,,10.00-,0.00,10.00-,,, (10.00),,
0019459 Lynn Lewis,,,,,,,,,,,
0060125-PP,6/1/2025,6/1/2025,1/0/1900,250.00-,0.00,71.00-,PRE,6/1/2025, (250.00),VC060125,6/1/2025
,,,,,,,PAY,6/19/2025, 129.00 ,061925APLY,6/19/2025
,,,,,,,PAY,7/22/2025, 50.00 ,072225APLY,7/22/2025
PB0925-PP,9/30/2025,9/30/2025,1/0/1900,"1,324.00-",0.00,"1,324.00-",PRE,9/30/2025," (1,324.00)",VC093025,9/30/2025
W995646-PP,7/1/2025,7/1/2025,1/0/1900,250.00-,0.00,250.00-,PRE,7/1/2025, (250.00),W37933,7/1/2025
W995662-PP,8/1/2025,8/1/2025,1/0/1900,250.00-,0.00,250.00-,PRE,8/1/2025, (250.00),W38284,8/1/2025
W995680-PP,9/1/2025,9/1/2025,1/0/1900,250.00-,0.00,250.00-,PRE,9/1/2025, (250.00),W38750,9/1/2025
Customer 0019459 Totals:,,,,"2,324.00-",0.00,"2,145.00-",,," (2,145.00)",,
0019460 Kari & Jeff McMahon,,,,,,,,,,,
S339710-IN,8/13/2025,9/10/2025,1/0/1900,840.90,0.00,840.90,INV,8/13/2025, 840.90 ,,
SEP0631-FC,9/30/2025,9/30/2025,1/0/1900,12.61,0.00,12.61,F/C,9/30/2025, 12.61 ,,
Customer 0019460 Totals:,,,,853.51,0.00,853.51,,, 853.51 ,,
0019472 Lynne Tollison,,,,,,,,,,,
S342589-IN,9/4/2025,10/10/2025,1/0/1900,103.65,0.00,103.65,INV,9/4/2025, 103.65 ,,
Customer 0019472 Totals:,,,,103.65,0.00,103.65,,, 103.65 ,,
0019480 Doug & Cynthia Schatz,,,,,,,,,,,
S338529-IN,8/14/2025,9/10/2025,1/0/1900,367.53,0.00,292.00,INV,8/15/2025, 367.53 ,,
,,,,,,,PAY,10/4/2025, (75.53),CC100425,10/4/2025
Customer 0019480 Totals:,,,,367.53,0.00,292.00,,, 292.00 ,,
0019481 Skagit River Sawmill Company,,,,,,,,,,,
0886847-IN,10/3/2025,11/10/2025,1/0/1900,846.45,0.00,846.45,INV,10/7/2025, 846.45 ,,
0890096-IN,10/17/2025,11/10/2025,1/0/1900,846.45,0.00,846.45,INV,10/17/2025, 846.45 ,,
APR0547-FC,4/30/2025,4/30/2025,1/0/1900,12.04,0.00,12.04,F/C,4/30/2025, 12.04 ,,
JUN0513-FC,6/30/2025,6/30/2025,1/0/1900,37.43,0.00,37.43,F/C,6/30/2025, 37.43 ,,
MAY0534-FC,5/31/2025,5/31/2025,1/0/1900,37.43,0.00,37.43,F/C,5/31/2025, 37.43 ,,
Customer 0019481 Totals:,,,,"1,779.80",0.00,"1,779.80",,," 1,779.80 ",,
0019492 Steve Swarts,,,,,,*** On Credit Hold ***,,,,,
AUG0607-FC,8/31/2025,8/31/2025,1/0/1900,2.06,0.00,2.06,F/C,8/31/2025, 2.06 ,,
JUL0518-FC,7/31/2025,7/31/2025,1/0/1900,2.06,0.00,2.06,F/C,7/31/2025, 2.06 ,,
S334213-IN,7/18/2025,7/21/2025,1/0/1900,137.18,0.00,137.18,INV,7/18/2025, 137.18 ,,
SEP0633-FC,9/30/2025,9/30/2025,1/0/1900,2.06,0.00,2.06,F/C,9/30/2025, 2.06 ,,
