Invoice,InvoiceDate,Due,Amount
5874250-PP,10/20/2025,10/20/2025,-1115.81
5874251-PP,10/20/2025,10/20/2025,21.37
5874252-PP,10/20/2025,10/20/2025,-1226.84
5874253-PP,10/20/2025,10/20/2025,22.52
5874254-PP,10/20/2025,10/20/2025,-925.83
5874255-PP,10/20/2025,10/20/2025,17.84
5874256-PP,10/20/2025,10/20/2025,-50.14
5874257-PP,10/20/2025,10/20/2025,1.36
5874258-PP,10/20/2025,10/20/2025,-777.54
5874259-PP,10/20/2025,10/20/2025,15.29
5874260-PP,10/20/2025,10/20/2025,-31.14
5874261-PP,10/20/2025,10/20/2025,-0.64
5874262-PP,10/20/2025,10/20/2025,-41.52
5874263-PP,10/20/2025,10/20/2025,-1.39
0890083-IN,10/16/2025,11/10/2025,1661.59
0890079-IN,10/16/2025,11/10/2025,3081.6
5873339-PP,10/20/2025,10/20/2025,-2618.92
5873340-PP,10/20/2025,10/20/2025,61.17
5873351-PP,10/20/2025,10/20/2025,3.49
5873352-PP,10/20/2025,10/20/2025,-0.76
0101625-PP,10/16/2025,10/16/2025,-27321.45
0890222-IN,10/17/2025,11/10/2025,808.38
CL49382-IN,10/16/2025,11/10/2025,5434
0889727-IN,10/16/2025,11/10/2025,2452.18
0890228-IN,10/17/2025,11/10/2025,4544.79
0890084-IN,10/16/2025,11/10/2025,1159.35
0890410-IN,10/17/2025,11/10/2025,1797.31
5870997-PP,10/17/2025,10/17/2025,-74.06
5870999-PP,10/17/2025,10/17/2025,-213.61
5873369-PP,10/20/2025,10/20/2025,-100.05
W266832-IN,10/16/2025,11/10/2025,198.39
5873367-PP,10/20/2025,10/20/2025,-175.26
5870998-PP,10/17/2025,10/17/2025,-211.64
5873368-PP,10/20/2025,10/20/2025,-321.53
W266833-IN,10/16/2025,11/10/2025,485.96
5871000-PP,10/17/2025,10/17/2025,-99.37
5873370-PP,10/20/2025,10/20/2025,-166.32
5874264-PP,10/20/2025,10/20/2025,-149.1
5874265-PP,10/20/2025,10/20/2025,-0.47
5874266-PP,10/20/2025,10/20/2025,-970.04
5874267-PP,10/20/2025,10/20/2025,18.65
5874268-PP,10/20/2025,10/20/2025,-956.89
5874269-PP,10/20/2025,10/20/2025,17.81
5874270-PP,10/20/2025,10/20/2025,-910.57
5874271-PP,10/20/2025,10/20/2025,17.27
5874272-PP,10/20/2025,10/20/2025,-1092.65
5874273-PP,10/20/2025,10/20/2025,21.37
5874274-PP,10/20/2025,10/20/2025,-850.85
5874275-PP,10/20/2025,10/20/2025,17.49
5874276-PP,10/20/2025,10/20/2025,-1215.5
5874277-PP,10/20/2025,10/20/2025,20.58
5874278-PP,10/20/2025,10/20/2025,-1132.15
5874279-PP,10/20/2025,10/20/2025,19.36
5874280-PP,10/20/2025,10/20/2025,-1073.47
5874281-PP,10/20/2025,10/20/2025,20.51
5874282-PP,10/20/2025,10/20/2025,-1166.3
5874283-PP,10/20/2025,10/20/2025,18.2
5874284-PP,10/20/2025,10/20/2025,-956.86
5874285-PP,10/20/2025,10/20/2025,20.44
5874286-PP,10/20/2025,10/20/2025,-80.54
5874287-PP,10/20/2025,10/20/2025,1.82
5874288-PP,10/20/2025,10/20/2025,-866.59
5874289-PP,10/20/2025,10/20/2025,17.13
5874202-PP,10/20/2025,10/20/2025,-787.65
5874203-PP,10/20/2025,10/20/2025,14.78
5874204-PP,10/20/2025,10/20/2025,-499.98
5874205-PP,10/20/2025,10/20/2025,12.31
5874206-PP,10/20/2025,10/20/2025,-847.7
5874207-PP,10/20/2025,10/20/2025,17.49
5874208-PP,10/20/2025,10/20/2025,-657.42
5874209-PP,10/20/2025,10/20/2025,14.06
5874210-PP,10/20/2025,10/20/2025,-444.41
5874211-PP,10/20/2025,10/20/2025,10.24
5874226-PP,10/20/2025,10/20/2025,-1137.56
5874227-PP,10/20/2025,10/20/2025,20.05
5874228-PP,10/20/2025,10/20/2025,-1118.94
5874229-PP,10/20/2025,10/20/2025,19.55
5874230-PP,10/20/2025,10/20/2025,-933.2
5874231-PP,10/20/2025,10/20/2025,17.61
5874232-PP,10/20/2025,10/20/2025,-258.44
5874233-PP,10/20/2025,10/20/2025,4.57
5874234-PP,10/20/2025,10/20/2025,-1040.52
5874235-PP,10/20/2025,10/20/2025,14.15
5874236-PP,10/20/2025,10/20/2025,-1003.41
5874237-PP,10/20/2025,10/20/2025,18.51
5874238-PP,10/20/2025,10/20/2025,-797.2
5874239-PP,10/20/2025,10/20/2025,14.76
5874240-PP,10/20/2025,10/20/2025,-767.19
5874241-PP,10/20/2025,10/20/2025,14.85
5874490-PP,10/20/2025,10/20/2025,-57.5
5874491-PP,10/20/2025,10/20/2025,-3.82
5874492-PP,10/20/2025,10/20/2025,-1089.04
5874493-PP,10/20/2025,10/20/2025,19.38
5874494-PP,10/20/2025,10/20/2025,-1207.76
5874495-PP,10/20/2025,10/20/2025,22.08
5874496-PP,10/20/2025,10/20/2025,-881.33
5874497-PP,10/20/2025,10/20/2025,17.98
5874498-PP,10/20/2025,10/20/2025,-1063.3
5874499-PP,10/20/2025,10/20/2025,19.86
5874500-PP,10/20/2025,10/20/2025,-997.55
5874501-PP,10/20/2025,10/20/2025,18.64
5874502-PP,10/20/2025,10/20/2025,-30.06
5874503-PP,10/20/2025,10/20/2025,0.36
5874504-PP,10/20/2025,10/20/2025,-1069.02
5874505-PP,10/20/2025,10/20/2025,18.23
5874444-PP,10/20/2025,10/20/2025,-107.98
5874445-PP,10/20/2025,10/20/2025,-4.81
5874446-PP,10/20/2025,10/20/2025,-193.05
5874447-PP,10/20/2025,10/20/2025,-10.27
5874448-PP,10/20/2025,10/20/2025,-1470.3
5874449-PP,10/20/2025,10/20/2025,25.4
5874450-PP,10/20/2025,10/20/2025,-1762.55
5874451-PP,10/20/2025,10/20/2025,27.96
5874452-PP,10/20/2025,10/20/2025,-2230.12
5874453-PP,10/20/2025,10/20/2025,36.99
5874454-PP,10/20/2025,10/20/2025,-260.04
5874455-PP,10/20/2025,10/20/2025,-5.9
5874456-PP,10/20/2025,10/20/2025,-797.4
5874457-PP,10/20/2025,10/20/2025,-30.47
5874458-PP,10/20/2025,10/20/2025,-947.91
5874459-PP,10/20/2025,10/20/2025,13.94
5874460-PP,10/20/2025,10/20/2025,-1346.58
5874461-PP,10/20/2025,10/20/2025,23.6
5874462-PP,10/20/2025,10/20/2025,-1328.86
5874463-PP,10/20/2025,10/20/2025,17.68
5874464-PP,10/20/2025,10/20/2025,-896.39
5874465-PP,10/20/2025,10/20/2025,14.96
5874466-PP,10/20/2025,10/20/2025,-1190.67
5874467-PP,10/20/2025,10/20/2025,21.72
5874468-PP,10/20/2025,10/20/2025,-1448.17
5874469-PP,10/20/2025,10/20/2025,20.06
5874470-PP,10/20/2025,10/20/2025,-1071.75
5874471-PP,10/20/2025,10/20/2025,14.4
5874472-PP,10/20/2025,10/20/2025,-1311.05
5874473-PP,10/20/2025,10/20/2025,22.79
5874474-PP,10/20/2025,10/20/2025,-1291.56
5874475-PP,10/20/2025,10/20/2025,20.11
5874476-PP,10/20/2025,10/20/2025,-1288.32
5874477-PP,10/20/2025,10/20/2025,23.54
5874478-PP,10/20/2025,10/20/2025,-1333.63
5874479-PP,10/20/2025,10/20/2025,22.05
5874480-PP,10/20/2025,10/20/2025,-1355.77
5874481-PP,10/20/2025,10/20/2025,23
5874482-PP,10/20/2025,10/20/2025,-1102.75
5874483-PP,10/20/2025,10/20/2025,20.37
5874484-PP,10/20/2025,10/20/2025,-997.32
5874485-PP,10/20/2025,10/20/2025,19.44
5874486-PP,10/20/2025,10/20/2025,-385.15
5874487-PP,10/20/2025,10/20/2025,5.76
5874488-PP,10/20/2025,10/20/2025,-1046.39
5874489-PP,10/20/2025,10/20/2025,17.23
5874579-PP,10/20/2025,10/20/2025,-94.69
5874580-PP,10/20/2025,10/20/2025,-5.67
5874581-PP,10/20/2025,10/20/2025,-110.39
5874582-PP,10/20/2025,10/20/2025,0.19
5874583-PP,10/20/2025,10/20/2025,-1231.4
5874584-PP,10/20/2025,10/20/2025,20.59
5874585-PP,10/20/2025,10/20/2025,-1394.94
5874586-PP,10/20/2025,10/20/2025,19.42
5874587-PP,10/20/2025,10/20/2025,-1114.63
5874588-PP,10/20/2025,10/20/2025,20.03
5874589-PP,10/20/2025,10/20/2025,-1251.32
5874590-PP,10/20/2025,10/20/2025,21.98
5874591-PP,10/20/2025,10/20/2025,-1406.8
5874592-PP,10/20/2025,10/20/2025,20.58
5874559-PP,10/20/2025,10/20/2025,-839.09
5874560-PP,10/20/2025,10/20/2025,14.67
5874561-PP,10/20/2025,10/20/2025,-822.67
5874562-PP,10/20/2025,10/20/2025,15.75
5874563-PP,10/20/2025,10/20/2025,-1123.02
5874564-PP,10/20/2025,10/20/2025,18.07
5874565-PP,10/20/2025,10/20/2025,-793.38
5874566-PP,10/20/2025,10/20/2025,14.64
5874567-PP,10/20/2025,10/20/2025,-1126.97
5874568-PP,10/20/2025,10/20/2025,19.97
5874569-PP,10/20/2025,10/20/2025,-1130.36
5874570-PP,10/20/2025,10/20/2025,18.66
5874571-PP,10/20/2025,10/20/2025,-1133.5
5874572-PP,10/20/2025,10/20/2025,10.59
5874573-PP,10/20/2025,10/20/2025,-863.2
5874574-PP,10/20/2025,10/20/2025,18.27
5874575-PP,10/20/2025,10/20/2025,-488.92
5874576-PP,10/20/2025,10/20/2025,8.87
5874577-PP,10/20/2025,10/20/2025,-773.77
5874578-PP,10/20/2025,10/20/2025,13.42
0890298-IN,10/16/2025,10/26/2025,5630.19
0890480-IN,10/17/2025,10/27/2025,4083.16
5869430-PP,10/16/2025,10/16/2025,-1093.53
5869431-PP,10/16/2025,10/16/2025,23.64
5869432-PP,10/16/2025,10/16/2025,-1138.52
5869433-PP,10/16/2025,10/16/2025,22.5
5869434-PP,10/16/2025,10/16/2025,-1365.37
5869435-PP,10/16/2025,10/16/2025,30.68
5869436-PP,10/16/2025,10/16/2025,-1953.76
5869437-PP,10/16/2025,10/16/2025,41.93
5869438-PP,10/16/2025,10/16/2025,-1562.8
5869439-PP,10/16/2025,10/16/2025,32.73
5869440-PP,10/16/2025,10/16/2025,-499.83
5869441-PP,10/16/2025,10/16/2025,8.79
5869442-PP,10/16/2025,10/16/2025,-1643.04
5869443-PP,10/16/2025,10/16/2025,30.81
5871772-PP,10/17/2025,10/17/2025,-70.54
5871773-PP,10/17/2025,10/17/2025,-2.98
5871774-PP,10/17/2025,10/17/2025,-1084.61
5871775-PP,10/17/2025,10/17/2025,23.38
5871776-PP,10/17/2025,10/17/2025,-1332.7
5871777-PP,10/17/2025,10/17/2025,30.85
5871778-PP,10/17/2025,10/17/2025,-1308.11
5871779-PP,10/17/2025,10/17/2025,27.93
5871780-PP,10/17/2025,10/17/2025,-1878.71
5871781-PP,10/17/2025,10/17/2025,39.02
5871782-PP,10/17/2025,10/17/2025,-1315.14
5871783-PP,10/17/2025,10/17/2025,26.8
5871784-PP,10/17/2025,10/17/2025,-1036.56
5871785-PP,10/17/2025,10/17/2025,19.11
5874212-PP,10/20/2025,10/20/2025,-1281.23
5874213-PP,10/20/2025,10/20/2025,28.43
5874214-PP,10/20/2025,10/20/2025,-1784.38
5874215-PP,10/20/2025,10/20/2025,35.7
5874216-PP,10/20/2025,10/20/2025,-1180.3
5874217-PP,10/20/2025,10/20/2025,26.83
5874218-PP,10/20/2025,10/20/2025,-384.5
5874219-PP,10/20/2025,10/20/2025,8.22
5874220-PP,10/20/2025,10/20/2025,-1295.61
5874221-PP,10/20/2025,10/20/2025,26.42
5874222-PP,10/20/2025,10/20/2025,-1137.53
5874223-PP,10/20/2025,10/20/2025,21.97
5874224-PP,10/20/2025,10/20/2025,-1521.3
5874225-PP,10/20/2025,10/20/2025,32.23
0890212-IN,10/16/2025,11/10/2025,787.5
CL49383-IN,10/16/2025,11/10/2025,1522.28
S346028-IN,10/16/2025,11/10/2025,216.86
CL49384-IN,10/16/2025,11/10/2025,1473.7
CL49385-IN,10/16/2025,11/10/2025,214.93
CL49386-IN,10/16/2025,11/10/2025,516.8
5873341-PP,10/20/2025,10/20/2025,-6001.58
5873342-PP,10/20/2025,10/20/2025,128.9
5873343-PP,10/20/2025,10/20/2025,-10414.47
5873344-PP,10/20/2025,10/20/2025,234.89
5873353-PP,10/20/2025,10/20/2025,-4.96
5873354-PP,10/20/2025,10/20/2025,11.74
5873355-PP,10/20/2025,10/20/2025,-2.27
5873356-PP,10/20/2025,10/20/2025,30.73
5873357-PP,10/20/2025,10/20/2025,63.62
5873358-PP,10/20/2025,10/20/2025,42.93
5873359-PP,10/20/2025,10/20/2025,40
5873360-PP,10/20/2025,10/20/2025,85.78
5873361-PP,10/20/2025,10/20/2025,-7.49
5873362-PP,10/20/2025,10/20/2025,15.51
5873363-PP,10/20/2025,10/20/2025,-1.11
5873364-PP,10/20/2025,10/20/2025,-0.67
CL49387-IN,10/16/2025,11/10/2025,1228.06
0890210-IN,10/16/2025,11/10/2025,870.32
0890209-IN,10/16/2025,11/10/2025,1196.69
BOOKER-PP,10/16/2025,10/16/2025,-105
L0215-PP,10/16/2025,10/16/2025,-125
0015441-PP,10/17/2025,10/17/2025,-79.2
S346645-IN,10/16/2025,11/10/2025,450.9
5873784-PP,10/20/2025,10/20/2025,-385
5871004-PP,10/17/2025,10/17/2025,-1437.37
5873374-PP,10/20/2025,10/20/2025,-1650.19
W266828-IN,10/16/2025,11/10/2025,3324.71
0890607-IN,10/16/2025,11/10/2025,4454.81
5871005-PP,10/17/2025,10/17/2025,-1858.44
5873375-PP,10/20/2025,10/20/2025,-2856.78
5871003-PP,10/17/2025,10/17/2025,-479.88
5873373-PP,10/20/2025,10/20/2025,-156.89
W266830-IN,10/16/2025,11/10/2025,621.07
0890609-IN,10/16/2025,11/10/2025,32
0890499-IN,10/20/2025,10/23/2025,350.01
0890661-IN,10/20/2025,10/23/2025,18.94
S346617-IN,10/17/2025,10/20/2025,301.5
0890668-IN,10/20/2025,11/10/2025,913.65
0101725-PP,10/17/2025,10/17/2025,-56.67
0889966-IN,10/16/2025,11/10/2025,300.17
0890393-IN,10/17/2025,11/10/2025,39.06
0890430-IN,10/17/2025,11/10/2025,57.65
0890649-IN,10/20/2025,11/10/2025,4300.23
0890107-IN,10/16/2025,11/10/2025,23.94
0101625-PP,10/16/2025,10/16/2025,-223.49
0890522-IN,10/20/2025,11/10/2025,28.35
0890556-IN,10/20/2025,11/10/2025,34.89
0889980-IN,10/16/2025,11/10/2025,110.99
0890443-IN,10/17/2025,11/10/2025,50.09
5873212-PP,10/20/2025,10/20/2025,-4325.88
0890646-IN,10/20/2025,11/10/2025,8836.04
0890648-IN,10/20/2025,11/10/2025,37.02
0890645-IN,10/20/2025,11/10/2025,25
0890660-IN,10/20/2025,11/10/2025,151.32
S346110-IN,10/17/2025,11/10/2025,292.5
S346625-IN,10/17/2025,11/10/2025,421.54
S346626-IN,10/17/2025,11/10/2025,420.84
S346536-IN,10/17/2025,11/10/2025,302.7
S346587-IN,10/17/2025,11/10/2025,150.45
S346429-IN,10/16/2025,11/10/2025,540.3
S067370-IN,10/17/2025,11/10/2025,676.05
S346542-IN,10/17/2025,11/10/2025,227.85
S067368-IN,10/16/2025,11/10/2025,361.05
0101725-PP,10/17/2025,10/17/2025,-115
0890656-IN,10/20/2025,11/10/2025,1494.52
0890577-IN,10/20/2025,11/10/2025,91.74
PP1017-PP,10/17/2025,10/17/2025,-381.3
S345622-IN,10/17/2025,11/10/2025,581.31
0889984-IN,10/16/2025,11/10/2025,80.09
0890665-IN,10/20/2025,11/10/2025,34.89
0890091-IN,10/16/2025,11/10/2025,2961.92
S346395-IN,10/16/2025,11/10/2025,240.6
S346396-IN,10/16/2025,11/10/2025,679.5
0890650-IN,10/20/2025,11/10/2025,1195.35
PP1017-PP,10/17/2025,10/17/2025,-141.55
S346558-IN,10/16/2025,11/10/2025,108.75
0890654-IN,10/20/2025,11/10/2025,5089.87
0890505-IN,10/20/2025,11/10/2025,45.13
0890599-IN,10/20/2025,11/10/2025,82.63
0101625-PP,10/16/2025,10/16/2025,-5250
S346589-IN,10/17/2025,11/10/2025,301.2
S346355-IN,10/16/2025,10/19/2025,134.1
S346353-IN,10/17/2025,11/10/2025,288.45
CL49355-IN,10/16/2025,11/5/2025,21.24
CL49388-IN,10/16/2025,10/26/2025,1183.65
